14:09:24,19944,40,797760
14:09:24,19944,40,797760
14:09:24,19944,40,797760
14:09:24,19944,60,1196640
14:09:24,19944,60,1196640
14:09:25,19944,60,1196640
14:09:25,19944,60,1196640
14:09:25,19944,60,1196640
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,80,1595520
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:25,19944,100,1994400
14:09:26,19944,100,1994400
14:09:26,19944,100,1994400
14:09:26,19944,100,1994400
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,100,1994400
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:26,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,100,1994400
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,120,2393280
14:09:27,19944,100,1994400
14:09:27,19944,120,2393280
14:09:27,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,100,1994400
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,100,1994400
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:28,19944,120,2393280
14:09:29,19944,100,1994400
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:29,19944,120,2393280
14:09:30,19944,120,2393280
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,180,3589920
14:09:30,19944,180,3589920
14:09:30,19944,180,3589920
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,160,3191040
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:30,19944,120,2393280
14:09:30,19944,140,2792160
14:09:30,19944,140,2792160
14:09:31,19944,140,2792160
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,160,3191040
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,180,3589920
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,200,3988800
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:31,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,220,4387680
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
14:09:32,19944,240,4786560
